question,answer
My mother takes care of niece whom my sister abandoned She calls me every day complaining but I dont want to hear it anymore, I just want to understand before I answer Who exactly is complaining  br 
I have been married for 11 years Within the past 2 years we have drifted far apart We coexist together but there is very little personal interest in each other I often feel that my husband has friends at work that he is more emotional invested in than me I feel very alone and just uncared for  Is there anything I can do to feel reconnected, Absolutely Your question shows that you are going through a lot of pain and Im sorry for that Many couples go through this disconnect and hope to come to reconnect before things get to a breaking point What I think can help is the followingnbsp  1 Understand what his primary concern is  2 Understand what your primary concern is  3 What would you like to see different  4 What would he like to see differentnbsp  5 Be honest about your concern with him having friends Be ready for honesty  6 Help him understand you feel alone without him feeling guilty  7 Let him know how committed you are to making this relationship despite the two of you drifting apart  8 Sometimes if you just acknowledge the elephant in the room  9 CouplesMarriage Therapy 
Every time I send a message to someone or a group message on Instagram iMessage or snapchat people will read my messages but then they wont answer me     Could it be that there is something they dont like about me I dont understand why they wont answer my messages How do I get people to respond to me, Sorry to hear your friends arent responding to you If these friends are inperson as well as online perhaps going to them in person and asking talking to them about your concern Perhaps its the way you send messages or the way they are receiving them if they say no then a simple request to respond to your messages Measure the result and notice if there are even small differencesnbsp  Also understand why this is so important to you Ask yourself why its so important for you to receive these messages from friends What does it mean when they dont respondnbsp 
Im 15 and my girlfriend is 14 Am I a pedophile because Im attracted to her and shes under 18, No You are not a pedophile You are both under the appropriate age where it would be seen so Your both only a year a part so this shouldnt a worry to you Like Frank said below Pedophelia is a problem that wont apply to this situationnbsp 
I know that I need to get past my feelings for this person I fell in love with but ts so difficult to move on because he showed me feelings Ive never felt before     I feel like I dont  want to be without my genuine love for him but logically I know I need to be without him I cant discuss this with anybody in my life because the conditions surrounding our love are considered  wrong by a lot of people    How can I get myself to just move on, One of the most challenging areas for people to deal with is getting over the the person you have loved so much Its a catch 22 You know mentally that its not healthy to think about them However your feelings are still there Moving on is tough It takes time for feeling to go away Thats the thing its not the person youre trying to get over its the feeling and the idea of them that is that makes it difficult Youve learned a lot from the relationship and time will helpnbsp  Activity will also help Are you actively living your life If not go out and maybe its time to date and find new love Grow with new relationships and it will help create focus on someone who may even be better than the love you previously experienced You can do it  Earl Lewis  wwwRelationshipsGoneRightComnbsp 
Cheating is something unacceptable for me but because we have two daughters I decided not to break up the family However now I am struggling to forget and forgive what happened I feel like I cannot trust him Without trust I cannot stay in this relationship On the other hand I do not want my children to get hurt Im not sure how to move forward, To begin Im sorry to hear about your situation Like many of the professionals have stated infidelity is a very difficult obstacle to move forward from Its not impossible While forgetting is probably the hardest part forgiveness is something that can and will happen There are things you can do to help yourselfnbsp  The first this is identifying what you feel is best for yourself and your children That means being honest with how you feel being in this relationship on a daily basis and understanding how its affecting younbsp  Second how is your relationship affecting the children Do you feel that by staying in the relationshipnbspthat its affecting your daily interaction with them If so that something to keep in mindnbsp  Next Really looking at the pros and cons of staying in the relationship A specific breakdown of what benefits come with staying and what are the ramifications Viceversa for leaving Include your partner I think being honest with him and letting him know what you are thinking is could be a great option At least you arent keeping something inside yourself to manage Rather you are being transparent to them Sometimes a couple can come to an agreement that it may be time to end things and other times it may be best to keep moving forward with a serious plan to how to move forward Regardless if you cant trust him and that feeling will never go away its time to address it Couple therapy can be beneficial as well as a therapist can provide professional counseling to younbsp  Earl Lewis  wwwRelationshipsGoneRightcom 
My fianc and I have been together for 3 years and our relationship has always been good The only issue we had was that he felt like he wasnt getting enough sexual attention from me     I recently found out he cheated on me with another women  He says he wants his family back but Im confused on what to do  Is it possible for us to get past the cheating or should I just move on, Hello Thank you for your question Many couples that experience infidelity in their relationship face this important question  span stylefontweight boldis it possible for us to get past the cheating or should I just move onspannbsp  Deciding to stay or leave is such a personal decision one that only you can make  When an affair is disclosed or found out it can have a traumatic impact on the betrayed partner The betrayed partner might be overwhelmed by intrusive thoughts  Wanting answers to specific questions  Wanting details And the partner that had the affair might be feeling overwhelm around Will their partner ever forgive them Will they trust them again How long will it take to regain their trust againnbsp  While it is possible for couples to get past the cheating it does take a commitment from each partner to do the work needed Because of the complexities cheating has on the bond couples have with each other I would recommend seeing a couple therapist that specializes in working with the issue of infidelity When infidelity happens there are usually a number of secrets that accompany it and this can be incredibly difficult for couples to work through on their ownnbsp  br  nbsp  br 
My fianc and I have been together for 3 years and our relationship has always been good The only issue we had was that he felt like he wasnt getting enough sexual attention from me     I recently found out he cheated on me with another women  He says he wants his family back but Im confused on what to do  Is it possible for us to get past the cheating or should I just move on, Finding out about an affair is quite an emotional experience Its usually jarring I encourage you to give yourself some compassion about emotions that you have  You asked whether it is possible to get past the cheating and the answer is that it can be It depends on many factors  I would recommend that you see a therapist who specializes in working with couples There are certain ways that both of you could learn more about yourselves and each other that may actually serve to make your relationship stronger Sometimes there are motivations for having an affair that can be discussed in therapy in a way that you become more aware of what each other is experiencing and where you want to go from here It could be that learning to communicate differently would be helpful  Regarding whether you should just move on I recommend talking about with a therapist as well At the very least you can discuss more about what you are thinking and feeling and what your choices are as far as where you want to go from here 
What makes a healthy marriage last,A resource I think is helpful to learn more about what makes a good marriage and steps toward doing so is Dr John Gottmans book Seven Principles for Making Marriage WorknbspdivbrdivdivDr Gottman is a leader in this field and has done extensive studies with couples to determine what behaviors are key in making a marriage work and what behaviors could predict divorce I think this book might be a good start if youre wanting to learn more about how to have a long lasting relationshipnbspdiv
Does counseling really do anything that can help people, font faceTimes New Roman size3    font p stylemargin 0in 0in 0ptfont color333333 faceTimes New Romanfontfont faceTimes New Roman size3    font p stylemargin 0in 0in 0ptspan langEN stylecolor rgb51 51 51 fontsize 105pt msoansilanguage ENfont faceTimes New RomanI believe that counseling and finding a GOOD therapist  will be of significant help when the individual seeking therapy desires change  improvement and overall growth Most counseling involves homework and a level  of commitment outside of session that also contributes to resolution of  problems and an ability to cope with stresses in a productive way Here are  some of the key ways that therapy can help fontspan p stylemargin 0in 0in 0ptfont faceTimes New Roman size3    fontspan langEN stylecolor rgb51 51 51 fontsize 105pt msoansilanguage ENfont faceTimes New Romanstrong1strong strongHelps to define the problem and gain a clearer  understanding of where it originatesstrong fontspan p stylemargin 0in 0in 0ptspan langEN stylecolor rgb51 51 51 fontsize 105pt msoansilanguage ENfont faceTimes New RomanMany people seek counseling because of symptoms they are  experiencing These can include feeling sad increased sleeping substance use  panic attacks selfharm isolating ones self academic decline etc Often  times people are not aware of what is causing these symptoms Having a  therapist to help guide and explore why the symptoms are occurring and where  they come from will give individuals increased insight and awareness into their  problems fontspan p stylemargin 0in 0in 0ptfont faceTimes New Roman size3    font p stylemargin 0in 0in 0ptspan langEN stylecolor rgb51 51 51 fontsize 105pt msoansilanguage ENfont faceTimes New Romanstrong2 Allows for a safe outlet to ventstrongfontspan p stylemargin 0in 0in 0ptfont faceTimes New Roman size3    font p stylemargin 0in 0in 0ptspan langEN stylecolor rgb51 51 51 fontsize 105pt msoansilanguage ENfont faceTimes New RomanNot everyone likes to share their problems with close  friends or family members Maybe they dont want others to know of their flaws  Maybe they dont want to burden others with their problems Or maybe they just  are not comfortable talking about themselves And in some situations people do  not have the option of talking with someone they know because they have no  friends or family While talking with those we know can help bring some relief  it is also nice to talk with someone like a therapist who is objective and  emotionally removed from given situations Counseling gives a safe outlet in  which one can express their personal feelings and thoughts without feeling  judgedfontspan p stylemargin 0in 0in 0ptfont faceTimes New Roman size3    font p stylemargin 0in 0in 0ptspan langEN stylecolor rgb51 51 51 fontsize 105pt msoansilanguage ENfont faceTimes New Romanstrong3 Counselors can offer various problem solving solutionsstrong  fontspan p stylemargin 0in 0in 0ptfont faceTimes New Roman size3    font p stylemargin 0in 0in 0ptspan langEN stylecolor rgb51 51 51 fontsize 105pt msoansilanguage ENfont faceTimes New RomanA good therapist usually will not directly point their  client in the direction they need to go Counseling is about growth and  teaching the client to identify triggers and use effective coping strategies  that will bring about emotional and psychological relief Counselors will help  clients to explore the various options available in given situation based on  the clients needs wants and values and will help them to choose the option  that best fits with their desired outcome fontspan p stylemargin 0in 0in 0ptfont faceTimes New Roman size3    font p stylemargin 0in 0in 0ptspan langEN stylecolor rgb51 51 51 fontsize 105pt msoansilanguage ENfont faceTimes New Romanstrong4 Gives one the tools needed to cope with current and future  problemsstrongfontspan p stylemargin 0in 0in 0ptfont faceTimes New Roman size3    font p stylemargin 0in 0in 0ptspan langEN stylecolor rgb51 51 51 fontsize 105pt msoansilanguage ENfont faceTimes New RomanMany individuals that seek therapy have never learned  good coping strategies Perhaps they did not have parents or caretakers to  model productive ways to cope or maybe the symptoms they are suffering from are  overbearing and take away the energy needed to cope Different diagnoses  require different tools however some are beneficial for any problem and any  individual These include but are not limited to relaxation techniques  breathing exercises development of healthy routines using mindfulness  improving communication skills and recognizing and changing maladaptive  thought patterns A good counselor will teach clients how to use these tools  will often practice them during session and will assign homework for further  practice and mastery of the skillsfontspan p stylemargin 0in 0in 0ptfont faceTimes New Roman size3    font p stylemargin 0in 0in 0ptspan langEN stylecolor rgb51 51 51 fontsize 105pt msoansilanguage ENspan stylemsospacerun yesfont faceTimes New Romannbspfontspanspan p stylemargin 0in 0in 0ptfont faceTimes New Roman size3    fontbr 
Ive never been able to talk with my parents My parents are in their sixties while I am a teenager I love both of them but not their personalities I feel that they do not take me seriously whenever I talk about a serious event in my life If my dad doesnt believe me then my mom goes along with my dad and acts like she doesnt believe me either Im a pansexual but I cant trust my own parents  Ive fought depression and won however stress and anxiety are killing me I feel that my friends dont listen to me I know they have their own problems which I do my best to help with But they dont always try to help me with mine when I really need them I feel as if my childhood has been taken from me I feel as if I have no one whom I can trust, One of the most difficult challenges we face is not being heard It is incredibly frustrating and hurtful when others especially parents do not listen While your parents surely love you and want to understand you it may be difficult for them to fully understand your feelings and experiences They are quite a bit older and have likely not dealt with some of the struggles that you face   I would suggest communicating your feelings to them about not being heardnbspTalk to them during a nonemotional moment when the discussion is not already heated In other words do not wait until an argument ensues to have an open discussion with them about how you are feeling Prepare them by asking them what time is good for them to talk Let them know you have something important to get off your chest Try and avoid using exaggerated or extreme language such as you NEVER listen you ALWAYS say and stray away from placing blame Instead of beginning your statements with you try using I by letting them know how their behavior effects you Finally let them know that they are important to you and that having their trust and support would mean a lot to you Perhaps giving them suggestions as to what you wish for and would like to see change would help them to better understand  I would also suggest that you seek guidance from a therapist teacher or school counselor if possiblenbspMost schools have counseling resources on sight in which a trained professional is available to talk with students looking for help  Best of luck to you 
I know I need to deal with my depression But I dont know how and I dont want to tell anyone     How can I deal with depression without telling anyone, Hello  It is completely understandable that you would not want people to know about your depression I would first like commend you for realizing that you need to help with your depression by reaching out here That is a great start and youve taken the very first courageous stepnbsp  Depression can feel debilitating and overwhelming Depression is also a very personal thing and no one has know but you and the therapist The best way to begin learningand dealing is to pick up the phone and call a therapist or email a therapist and schedule a sessionnbsp  The great news is that with professional help you can feel better and you will learn how deal with and manage the depression There are many ways to help with depression that a therapist can teach you and help guide You do not have do this alone Asking for help and going to therapy is a strength This can be done in a private and confidential setting  Depression should be treated by a therapist in a safe confidential office setting The therapist can then discuss your depression with you in more detail to figure out the underlying cause how long youve been feeling this way and identify what brings on these feelingsnbsp  There is hope and depression can be treated with great success you CAN feel good again Depression can be managed appropriately by seeing a licensed therapist Often times therapy will offer relief because you would have someone there simply to listen to you validate your feelings and listen to your story The therapist will be able to offer professional insight and perspective on the situation and help you think outside the box  nbspThe therapist can do many things with you provide insight and offer many ideas to help you learn new coping skills and ideas of things you enjoy encouraging you to re engage in hobbies you once enjoyed or even discover new things you may enjoy There are creative ways to learn to cope too  Your therapist will also be there to support you without judgement at your pace through the entire process But the first step is finding a therapist and beginning to identify the cause your depression Healing is possible and getting your happiness back is also possibleFeel free contact me for additional help or information  Laura Cassity LMSW LMAC 
I have several issues that I need to work through However I am afraid of and do not trust therapists after a horrible experience Im dealing with grief and guilt over losing my sons due to drug use I have a very complicated traumatic relationship issue that is causing me severe anxiety and fear, I am sorry that you had this experience Therapy should be a healthy positive experience off g growth  nbspYou have the right to look for certain high qualities in a therapist and finding the right one Each therapist is bound by a code of ethics and clients should have high expectations You are trusting them to guide support and help you achieve the absolute best outcome and successnbsp  You should never be or feel judged and you should feel comfortable and feel as though your therapy process is moving along with YOUR GOALS IN MINDnbspbr  Speaking as a therapist I encourage my clients to always let me know how they feel even if they disagree with me they also have the right to inform me if something Im doing simply is not working for them communication is critical in maintaining a healthy therapeutic alliance therapeutic relationshipnbspbr  Im able to offer ways of thinking and strategies to my clients they may not have thought of Its important to listen to my clients Its also critical for clients to feel they can share in a environment that feels safe non judgmental and confidentialbr  Remember you are the driver in your healing process you should be the one in control because you know what your life struggles are Speaking as a therapist Im here to guide my clients toward achieving their goals encouraging and empowering my clients in what is meaningful to them to achieve You should feel comfortable speaking your thoughts my advice would look one who open hearing toy feel even its regarding them a therapist That they are open to feedbackbr  With all of that being said it will take time to trust again but remember ask questions and communicate with the next therapist nbspshare nbspyour experience and how it made you feel and that trust and being spoken nbspin a respectful  non judgemental and non condnscending way is critical for you Be honest clearly state your expectations from startnbsp  nbspI offer free 50 minute first sessions for clients The reason I do this is because I feel that clients deserve opportunity observe the environment ask me questions and have the opportunity to determine their level of comfort and decide if its a good fit Other therapists sometimes offer the similar try finding one willing to offer a nbspconsultation as that could give you the opportunity to feel things out and set forth expectations  The article below is an excellent article about what to look for in a therapist It is worth your time reading because you are WORTH FINDING THE BEST HELP AVAILABLEnbspbr  This article was written based on both evidence from research and clinical experience I would strongly encourage anyone searching for help to read this and even use it as your guide I hope this was helpful  httpswwwpsychologytodaycombloginsighttherapy20160310waysspotgoodtherapist  Laura Cassity LMSW LMAC 
I dont remember when the voices in my head started but I remember Hearing them when I was little     I know its not normal to hear voices that arent your own I fight the voices and I want them to stop  Theyve been here so long and I want them gone How can I make the voices stop, First let me express my support and compassion for what youre going through Hearing voices can be incredibly difficult and can feel like you cant get a moments peace even in the privacy of your own mind And not everyone will necessarily understand what youre dealing with so I imagine you may also be feeling isolated or somehow different Atta girlboy on reaching out for helpnbsp  Many people find benefit to taking medications such as risperdal seroquel and so on These should be prescribed by a nurse practitioner or psychiatrist  I do not recommend a primary care doctor venture into this area as a general rule Discuss the options thoroughly and insist on a good rapport with your prescriber if you decide to go this routenbsp  Some people are having results with a talktherapist to develop coping strategies There is a new and somewhat less conventional approach to challenging voices with a professional to assist you rather than to suppress the voices which medication will do There is peerrun organization and a general approach that attempts to live with voices in a different way nbspYou can read about it in Living With Voices by Marius Romme I have heard interviews but have not read the books and cant speak to its efficacynbsp  No matter what steps you decide to try managing your stress sleep exercise healthy food is span stylefontweight boldessentialspan  in other words just the daily care and feeding of yourself should be included in all of your efforts and bears surprising benefits to your brain and emotional healthnbsp  Best wishes to you  Karen Keys LMHC CASAC 
Were in an eight year relationship My boyfriend drinks a lot He experienced childhood trauma I dont know how to deal with violent outbursts, First let me extend my compassion to both of you  it sounds like you have a lot on your plates Childhood trauma carries its negative effects into our adulthood and affects everyone who loves usnbsp  Your question is brief so Ill just try to give general answers as best I can From my experiences treating many people with your boyfriends experiences the short healthy answer is that you cant fix the situation and maybe not even be able to help He needs a professional Periodnbsp  What you span stylefontstyle italiccanspannbspdo is take care of yourself With his background it is not likely that he will be able to help you or take care of you in a healthy way Your task needs to prioritize your own safety and wellbeing Trauma and substance abuse are the definition of being out of control unable to set and manage appropriate boundaries manage his own emotions and behaviors So your boyfriend is unlikely to be able to change in the nearterm certainly not without professional help You might also benefit from help and support to understand your own role in your relationship and how you can make changes in your life I am NOT blaming you for any aspect of your boyfriends behavior only acknowledging that there are two people in every relationship If you have accepted your boyfriends drinking and violent outbursts in the past by staying in the relationship that is likely to perpetuate his behavior And there isnt any way to handle violent outbursts They shouldnt be handled at all and if you have to be away from your boyfriend during his outbursts in order to be emotionally and physically safe then that may be what you will have to donbsp  We can never really change anyone else The only person we can change is ourselves Sometimes our behavior changes the span stylefontstyle italicoddsspan of another persons behaviors but it doesnt control it I would recommend that you work with a professional to first span stylefontweight boldensure your own safety above allspan Then make decisions about what behavior you are willing to accept or be connected to and which you want to separate from Whatever your boyfriend does in his life you will be happier if you manage your own feelings set boundaries etc Let me say again that you also would benefit from some good insight and support as you continue your journeynbsp  Wishing you and your boyfriend healing and recoverynbsp 
My brother has been diagnosed with paranoid schizophrenia and has not been taking his medication Hes been using methamphetamine and alcohol and was found sleeping naked in my step mom driveway in 12 degree weather    I was adopted in by his dad who just passed and his mother will not Get involved because shes afraid of financial responsibility     Do I have the rights to be able to sign my brother into mentalhealth facility, Hello My heart goes out to you your brother and your family dealing with a very painful and difficult situationnbsp  In New York you cant institutionalize someone else directly You can however call the police or EMS If they agree that he would benefit from hospitalization and it sounds like they would he can be held in the hospital for up to 72 hours whether he agrees or not Some hospitals will not hold a person that long in spite of what we might want I have seen many patients in and out of hospitals countless times and it has been my experience that it can be extremely difficult to hold a person long enough to achieve good stability and an appropriate aftercare plan Hospitals in NYC tend to take a patch and release approach more often than I would likenbsp  Its been my experience that family makes a difference Assertive knowledgeable persistent family can improve the quality of your loved ones care Hospitals are highly pressured to discharge people quickly but they can not discharge a homeless person without someplace to go If your family is willing to accept your brother that will be the path of least resistance for the hospital If the family refuses they will be forced to find another path for him You can also pressure the hospital to refer to rehab after psychiatrically stablized which may only take a few days and that may give your brother more time to begin making clearheaded decisionsnbsp  If your brother has a psychiatrist that person should be actively involved I had a patient patchedandreleased three times in spite of my advocacy and him literally span stylefontstyle italicbeggingspannbspto remain and stop his voices We finally got a 90 day hospitalization because I strongarmed his psychiatrist into demanding that the hospital stabilize his patient nbsp  If your brother has a history of noncompliance with oral medications you can push the hospital for injection which again will help your brother stay stable for longernbsp  Best wishes to you and your familynbsp 
I am in my 30s with 2 kids and no job and Im behind on the bills Ive been trying everything with no results I feel like everyone else  puts their needs in front on mine I give intil it hurts and Im afraid that Im going to fail my babies     Ive been struggling for 5 yrs in a relationship with no communication and no alone time How can I get some support, I would want to know where do you put your needs Often times we show people how to treat us based on how we treat ourselves First identify how to practice good self care which can only happen when you are authentic and real about your needs and desires You cannot pour from an empty cup and must take find the time to explore your purpose in life It may be helpful to seek out additional support to work on your intrapersonal relationshipnbsp 
My mother takes care of niece whom my sister abandoned She calls me every day complaining but I dont want to hear it anymore, It is difficult to implement healthy boundaries when the person is a parent or family member I would encourage you to identify how it makes you feel after talking with your mother Work on establishing healthy boundaries where you do not feel obligated to engage the complaining daily Maybe setting a time limit to talk with your span stylewebkittextsizeadjust 100mother and practicing how to be assertive and not disrespect or aggressive Helping your mother understand how you feel using nbspI statements nbspie nbsp I feel  when you call to talk about my sister Maybe asking your mom how can you be supportive of her during this time other than listening to her vent It may also be helpful for your mother to get connected with support groups to help her cope with this life changenbspspan 
Every winter I find myself getting sad because of the weather  How can I fight this, Seasonal depression can be difficult due to the weather being a primary trigger Understanding that we have very little control over the weather therefore we can focus on the things we can change Exercising meditation guided imagery and deep breathing can be beneficial to combat seasonal depression It may help to join a support group and seek out therapy to assist you on this healing journey 
Im obsessing about a terrible breakup Everything is a constant reminder  How do I move on, The best way to move on is to give yourself sufficient time and space away from your ex so you can heal nbspThat means no checking out your ex on social media platforms and no contact nbspIn order to move on and diminish the obsessions help yourself recognize and accept that the relationship is over and make sure to get sufficient support in processing all your feelings nbspOnce that takes place it can be useful to explore and process with a professional the meaning of the relationship and to understand your part in what transpired  Sometimes people obsess because they have difficulties accepting whats already taken place and want things to be different nbspThe key to moving forward is to be loving toward yourself to give yourself permission to grieve the loss and to start cultivating new and healthy habitspatterns nbspReengage in your present life ask yourself what you want your life to look like and start creating goals and taking small steps to create the amazing life you want for yourself nbspbr 
Ive always thought that there wasnt much good out there for me Now that things are actually going well it kind of scares me I spent most of my life feeling unwanted and figured I would be alone I recently met a great woman who seems to really like me and I dont know how to process this Its bothering both of us, Hi Thank you for your question Its tough to be in a healthy and loving relationship when we believe we are not worth it Quite often being in such a relationship is very uncomfortable as it goes against everything we believe about ourselvesnbsp  First I want to say you are very brave to open up yourself to the relationship with this wonderful woman you metnbsp  Second I would like to invite you to treat yourself with compassion as you are entering this unknown territory for yourself Doing something new and totally unfamiliar can be scary so its vital that you are kind and gentle with yourself Acknowledge that what you are doing is scary and uncomfortable and that it will take some time to get used to itnbsp  Dont judge yourself and force yourself to feel a certain way Its important that you are patient with yourself and tolerant of your discomfort With time space kindness and tolerance your discomfort and fear will start to dissolve Invite your new partner to also relate to your feelings in the open and compassionate waynbsp  br  The worst thing that you or your partner can do is to rush your feelings pressure you to feel in a different way or to say that there is something wrong with you cause you feel a certain way Please be gentle with yourself and celebrate and acknowledge every small victory Every time you do something little like holding hands or receive a compliment and it no longer scares you as it did a week ago  celebrate that progressnbsp 
I have PTSD The side effects are really bad and have impacts on sex anger and my relationships  I even lost my job month ago     How can I get my life back, Hi therenbsp  I hear you PTSD has a verynbspdebilitating effect on your whole life I know that from personal experience Recovering from it is possible and doablenbsp  First is step is to acknowledge to yourself that your PTSD symptoms are a normal reaction to an abnormal and traumatic event The nightmares the anxiety the heightened startle response  are all typical human responses following exposure to a frightening event Its important that you dont blame yourself or your body for reacting this way rather approach yourself withnbspcompassionnbspand kindness that you would extend anbspfriendnbspwho is hurtingnbsp  The secondnbspstep is to start taking steps towards healing I would really encourage you to see a counselor or therapist specializing in trauma recovery so that you have a guided step by step support But if this is not an option you can begin your healing on your own using a stepbystep approach outlined in the booka hrefhttpswwwamazoncomHealingTraumaPioneeringProgramRestoringdp159179658X Healing Trauma by Peter Levina Its a very handson book and even comes with a CD audio guide It has concrete exercises that you can do to help you eliminate dissociation feel grounded and decrease your anxiety response I have used myself and with my clients with great successnbsp  You can begin your recovery journey now with this video with Peter Levins approach to Trauma Recoverynbspa hrefhttpswwwyoutubecomwatchvnmJDkzDMllchttpswwwyoutubecomwatchvnmJDkzDMllca  One last thing I suggest consulting with a nutritionist or a doctor to help you boost your healing with supplements vitamins and minerals The stress from PTSD is very draining on the body and you use up a lot of energy and resources so at times of trauma supplements are quite necessary for recovery Magnesium Omega 3 Zinc Vitamin Cetc 
My mother takes care of niece whom my sister abandoned She calls me every day complaining but I dont want to hear it anymore, This sounds like a possible boundary issue Boundaries are important in relationships They are invisible lines that we will or will not cross It is up to us to create and hold them We have the ability to rethink them and change them as needed It sounds like you have thought it through and would like to makes changes in the relationship between your mother and you In the main question you want to avoid the family member however in the following comment it sounds like you may just want the avoid that conversation not so much your mothernbsp  Once we review the issue and decide what we need create the boundary I suggest opening talking with the person when everyone is calm not in the middle of a stressful moment when we often are unable to focus and hear the other person Always understanding that we had time to think about this issue and the other person has not catching them off guard State clearly your need Such as I am not comfortable with hearing about my sister It stresses me out I would appreciate it if you would not bring it up anymore If you do I will not respond and I will change the subject  It is important to use I statements I feel this way I will do this We only have power over our actions Also when we use you  comments the other person can become defensive and unable to hear what we are sayingnbsp  Once we let ourselves know what we need then let the other people know our new boundary then it is up to us to follow through We will make mistakes Not follow through every time with our boundary That is okay Start again It gets easier with practice It is also appropriate to reconsider and change your boundary as needed Just let the others know when you need to change it Remember they can not read our mindsnbsp  I wish you much strength and hope the best for you and your family  wwwparishhealthandwellnesscom 
Im a female in my mid 20s  Lately I tend to over drink and Ive become a very angry drunk     In the past I have even cheated on my boyfriend while I was under the influence of alcohol     But now even if I dont do anything wrong and dont embarrass myself I still feel really guilty after a night of drinking I dont understand why Im feeling this way Does this mean I have a problem, Hello I commend you for your courage in taking a look at the role alcohol has in your life It sounds like youre concerned about what happens when you drink too much and I suspect you already know the answer to your question about whether you have a problem or not I imagine you would like to stop feeling guilty and would like to avoid cheating on your boyfriend or other negative consequences and maybe have a fear of being or becoming an addict or alcoholic You might have a problem but that does not necessarily mean that you are an addictnbsp  I dont have information to know if addiction or dependence or other words would best describe where you are with drinking but it sounds like its begun to have some negatives so forgive me using words like addict dependence and so on I mean it more as a road map than a diagnosis The feedback Im writing here is very general and doesnt address physical dependence and many other factors that might apply to your situation nbsp  One of the ways to think about substance misuse is to think of addiction as a disease of avoidance Let me repeat that it is a span stylefontstyle italic fontweight bolddisease of avoidancespan Your ultimate task in living a balanced life is to figure out what youre avoiding and develop other ways to manage those feelings experiences and so on And of course along the way you may want to look at triggers situations biological vulnerability social pressures coping skills relapse prevention planning and so on Depending on where you are in your drinking you might very well benefit from expertise and supportnbsp  Remember also that alcohol depresses our central nervous system and disinhibits us That means that alcohol is often a substance of choice to relax destress calm down etc Also it allows feelings thoughts and behaviors that we usually inhibit to be expressed If you were unfaithful and often angry thats your first signpost For angry drinkers it is often true that you dont drink and then get angry you drink in order to express angernbsp  I recommend you find someone you can speak frankly with who is knowledgeable about addiction Wishing you the best health and wellnessnbsp 
My exwife married and used me to have a child She now uses that child as a pawn I know my child misses me but I need to move on and not live in the past How do I do this Do I see my child as much as possible or very little Is it more confusing for the child, Youre in a difficult situation and on behalf of you and your child I commend you for trying to find the right thing to do  Short version your child needs you as much as possible period Always We used to think that children were almost always harmed by divorce unless there was extreme conflict or violence More recent data shows that children are not necessarily harmed by divorce span stylefontweight bold fontstyle italicif they keep both their parents spanIn other words the damaging part is losing half of themselves and losing the value of being connected to everyone who loves them especially the other parent in addition to the extra benefit there is from the other parents perspective strengths and so onnbsp  The best thing for your child is for you to be available and loving and doing everything possible to allow the child to be whole  a person who incorporates BOTH parents Its a tragedy for everyone to use a child to achieve adult aims like getting back at a former spouse In such a circumstance your child needs you more than ever If you and your wife have different rules and so on your child will learn to adjust and adapt just as they would if you remained in the household A child quickly learns that they talk to mom about xyz or get away with whatever but has different rules with dad Heshe will not be too confused in the long runnbsp  Please stay the course in dealing with a difficult exwife for you and your childs wellbeing Best of luck to all 
I am going through a very hard time and Im so depressed My parents are getting a divorce and a lot of bad things are happening I want to lull myself, It sounds like a tough time and its normal to feel down when your family is going through a divorce or other hardship Theres a difference between feelings like sadness discouragement grief loneliness and depression though Sadness is sadness and sometimes we have to go through a grieving or other process that is a normal reaction to events in our lives Depression on the other hand is more about being stucknbsp  Lulling yourself with selfcare sounds like a healthy response and a way to give yourself support So as to the uncomfortable but healthy part of your feelings do the best you can to put names to it and share with a trusted other person You will find comfortnbsp  The part of your situation thats depression  feeling stuck not able to get out of bad concentrate changes in sleeping and eating loss of enjoyment in living poor hygiene feelings of hopelessness thats different First step identify your own symptoms of depression If you have any thoughts of hurting yourself tell someone If youre not sure you can try 800lifenet or other support line to get feedbacknbsp  First aid for depression includes daily care and feeding good sleeping and eating lots of exercisespan stylefontstyle italiceven when you dont feel like itspannbsphealthy socializing and focusing on talking to yourself in a positive way If you arent able to move yourself out of your depression nbspwork with a professional to make shortterm goals and get some support You may also talk to your doctor or psychiatrist about trying an antidepressant to give you a little lift while you go through a rough patch  Best wishes  Karen 
Ive always thought that there wasnt much good out there for me Now that things are actually going well it kind of scares me I spent most of my life feeling unwanted and figured I would be alone I recently met a great woman who seems to really like me and I dont know how to process this Its bothering both of us, Youre in a lot of good company and its great that youre in a positive relationship Congratulations  I often hear people talk about loving yourself and self esteem We often seem to blame ourselves for not loving ourselves enough or put ourselves down for having low self esteem It seems to me that since we are essentially socially beings and in fact need each other for our survival we really know who we are through our many interactions with others and with our environment In other words you cant just snap your fingers and voila now I love myself where there was an empty space or selfdoubt before We grow that warm coal inside ourselves through the friction of contact with others who value and validate us nbsp  Allow yourself to be patient with yourself as you experience this new relationship You are learning a new model of who you are and how you fit into the world What a marvelous gift for younbsp  You may also have fears that the current joys may be temporary or unreliable These fears of loss may get in your way however understandable If you are truly close to your companion you can share with her that you are loving your relationship but sometimes fear it will go away and sometimes have trouble really trusting it Such a conversation may bring you both closernbsp  Hang in there Youre working on cocreating a new normal with a great womannbsp  br 
